0,1,2,3,4,5,6,7
9.98800163763,0.218289057686,0.193448991291,1.75081579743,280.576391566,0.252006897045,135.838667313,0.19403699525
119.744616004,131.378483787,56.7933499258,187.597790289,82.6081841852,37.2747781074,150.976402681,137.08797598
42.2197973199,120.563459256,133.97745915,109.962349631,7.92050638906,67.0032892082,85.7352126316,9.75249072433
30.9981867307,46.6419786656,35.5751330355,102.580729315,20.0932255699,64.6365551425,57.9165658499,32.6686984059
86.1236267472,150.474834934,78.0666191684,154.675887372,137.55653564,389.597858455,143.409593141,56.9830454018
103.323792077,39.1304545328,53.9263808796,52.0465523621,30.3983875059,72.2688162616,157.230378929,32.5261785611
31.3076571925,23.7874490179,17.4870111225,84.2505743929,57.1941367454,11.5673740782,17.9157721735,152.827770598
199.584742406,48.4476629054,203.771104831,31.1178583259,20.8163475302,525.025246908,244.334583086,316.285928554
98.4570303447,73.9483620353,81.8611850904,105.177538271,49.4572188052,65.1905911508,120.659252868,115.233570128
91.0908101158,231.445228791,124.51810969,225.990613216,131.556518179,110.551413325,155.734402281,209.86672359
88.2852438833,264.922008233,77.7496635711,516.142818755,176.765177444,109.287942891,245.557967715,173.734087946
169.365902253,66.4269420328,58.4769946266,69.5720474848,126.013173439,88.0655538644,126.058597767,79.520416964
38.2902046368,261.514293938,73.311561406,83.8003103182,39.4046690335,87.35471642,63.0061597682,75.1053427167
15.820556354,92.5574311585,61.8866576581,39.8113629308,21.5104687574,218.129840483,25.9670849285,1.25228798662
94.7128461609,82.1957237014,52.5869147637,187.844141922,58.7667411514,84.0561635736,137.357625103,163.23433877
125.712969154,224.271256476,103.13236914,161.335148433,75.5252620661,64.2354626739,187.40835433,175.573721312
4.6708653546,39.5869546307,0.582841248583,68.9838764424,76.9111137848,0.635852877873,36.78076653,140.92813349
21.2996602588,310.223564559,1.5780282315,0.169430566973,1.77510399677,71.0818674455,2.50731992692,13.8886527686
75.8092716407,380.772220656,113.102235313,77.2144825037,245.442396648,11.1017223073,51.1877278914,32.8034404452
67.0775764652,73.9465804227,46.0621927224,118.229526307,84.149989678,39.6449304593,90.6800941645,128.574213719
77.0959343534,33.4303638648,34.5617505669,53.2940556146,38.3893244721,51.4797646571,30.8074365077,73.4712105716
26.9802163846,422.297995952,42.519422459,702.454262418,50.4895033932,25.3220806636,37.9274832638,3.38417480266
109.118883291,186.408981951,16.8128401993,2.95369469728,9.49112445584,1.85322365453,64.1966453468,12.2094550643
13.5056391583,60.4620885058,114.48180483,618.706068764,387.142656916,89.9044625019,46.4454351398,20.5420728468
0.893799403127,10.0386078947,19.340364749,249.428405961,88.4729456359,6.5649260919,20.841975513,8.19889598035
98.488756403,11.4393547268,3.84026335628,26.2061685763,16.9856192836,14.1159381457,57.860727134,209.335068313
47.6615956847,97.8286471751,48.5818506192,159.409277886,73.3158034943,41.6329278965,83.716938688,91.2164729358
20.6043566103,55.5005900544,34.1550873546,84.4510425553,49.2604466714,72.466891887,63.3971131774,50.5914332607
16.7779372573,68.8731415091,90.8752310862,157.148526581,157.244144478,27.239583517,25.9200966625,280.723712671
120.165027903,138.808020109,87.8295345172,51.3266923535,96.4991549018,201.78345772,111.60815855,229.698168337
248.041111793,415.319857292,94.3245601886,474.085010732,576.691399726,230.945650026,277.63637992,682.76100186
143.861080344,98.4482007992,143.88861883,355.632933616,173.671875749,128.085468399,136.807221328,75.333666433
14.445352068,11.0224242894,13.8224183386,99.3245086519,99.7890484992,25.9323282697,20.9394045949,126.346624335
355.064172149,70.6221313265,70.1347170058,504.263678528,188.134734275,136.559784405,109.636638182,297.77922762
62.2454028708,86.5750099434,9.98382150241,27.6478189106,82.1708922462,92.9643275773,287.847962992,494.919600091
14.6213708542,18.9075011796,14.5795820303,148.699193231,142.446289693,4.71645605301,24.4279100735,19.8287309201
23.1216348178,24.2732309386,7.88956544026,175.009913955,97.1410073067,5.06215578913,11.9574742623,46.9647107599
140.232551437,45.9833271532,69.0141871187,342.653358894,139.525054953,65.1720152212,38.3134551551,41.4982007219
77.7437173891,136.66337569,60.0324572437,486.337180959,124.526068636,103.585351706,100.128577552,59.2570364706
138.199833911,2.34425836828,13.8677643717,53.0616772883,64.8040613861,128.369034566,40.5862688437,89.189179866
12.8602861166,10.9320827164,265.963971924,47.7291020682,39.7269818935,46.8274155107,52.8249158949,60.4287453048
24.9733468269,77.0137804142,22.2952320815,26.8566348071,66.813116631,108.567136741,91.8876961757,63.1211374253
111.429751349,78.1700939099,82.9874494363,257.561379084,121.39356413,34.5955966797,38.5595729207,95.5159632795
229.420771758,22.8894421605,274.071304501,399.400815099,134.533496796,118.013690414,14.5893132861,155.229830965
17.3251510327,116.417017841,30.5736651236,328.06197697,23.0731582478,1.8080243388,29.1439979216,11.3634347482
56.4353888186,27.3028355066,97.0520892177,36.8280222349,13.7418866812,146.783846592,10.4472785989,7.76241016155
185.770403236,106.151649665,186.043310302,173.177854086,119.212746337,104.262188262,212.506975123,218.383688986
87.1626838138,52.63640362,166.638904046,36.7572553692,42.2801448065,353.969274235,43.9827691364,4.31186704331
90.1132182269,24.2284363481,37.6419540777,8.96297670046,3.34867895112,176.648213434,30.5103143231,20.314978611
95.3248522052,53.7885558388,51.2961632084,54.3584951395,23.5866559957,21.8827565385,31.4281139645,28.0227666203
103.113741133,27.7411505936,67.094039271,116.468370861,48.8591651666,51.732875471,55.6063915331,64.0836207525
0.487812132896,8.99027146618,1.85169556107,0.642920437842,3.81307911889,735.328397265,8.92610735029,9.74673617843
129.347671622,70.2910246269,30.2406991253,142.537493547,134.797717414,66.1976141787,44.9596341593,29.5528996417
1.31075332435,95.348375065,26.8289054084,6.71313507717,13.8631535689,378.198577648,24.0521942908,10.6595292327
210.534784418,45.7515920142,89.4226935875,220.485506757,64.7883664364,25.7510745422,97.9944775827,45.0294430226
123.395899915,117.11908069,50.5633137467,196.754739082,206.285981929,53.879400674,223.288710435,130.478504168
20.4193128214,12.2306259785,17.9031353802,0.676529124188,564.966752672,61.2183161157,12.6280740558,14.2063905503
175.246504162,544.999918517,105.006169589,1320.29402582,159.1779596,114.733192413,439.506903965,35.9109418791
53.0802500872,25.1769078131,62.2324369058,65.3073222487,26.4071511345,52.0170514926,60.6411151694,83.1809089213
135.12023204,65.5491759834,228.583428949,152.528324934,51.4147539717,158.624840155,116.453942365,57.9153858686
84.8796325023,0.396469824902,123.661359744,65.2226803015,25.2311800617,62.1787409456,3.95724568856,2.22003795324
556.180447322,2.39109355912,48.8772014476,214.803695735,0.950615520538,206.167893578,2.88870646576,1.60739567351
135.970820464,40.5972247187,38.7223436929,97.6340772328,33.7546542156,67.9122498749,42.8412454722,86.2733582026
3.69555377196,79.0695468006,0.235581586963,1.05050879438,744.253673141,0.163724626927,0.662256906303,5.54420759755
75.3678223582,69.1020630589,63.9316864311,371.589343469,157.324249843,29.474635266,74.0789457172,101.121960437
219.488926621,205.85291295,136.49044256,35.0593624438,75.8813040014,64.5584789588,163.945629343,124.83929036
209.501653441,1097.76509107,51.9695611834,223.789130583,461.075567168,4.39588137497,351.302326772,824.096318128
51.2569544397,19.0699570661,236.569641087,117.356116194,64.3707968351,99.2835278149,186.886527182,130.286445334
191.348184968,8.82546354376,50.4014092536,48.4829888123,34.6759636549,28.5671024135,79.0464706338,59.2645535466
119.130259272,22.4010625511,89.4590293182,16.2823085423,3.23991321944,99.1614392796,167.071094257,69.3167972531
89.5627235578,181.336107454,52.7133370362,254.510039722,136.448742199,41.1469859685,134.351960374,124.817763034
110.508557622,95.0013100634,33.5037406026,106.58823909,88.4355902877,59.4395884878,81.7267805354,184.153376474
31.0909495099,199.352777721,162.045027619,81.9809482503,61.12945181,16.706295884,34.4133753092,89.3995152192
22.4337754265,49.6660946016,0.986605733837,202.641602253,153.864002087,3.61646963521,40.0927322509,37.7451539239
167.521956214,156.408264638,50.2582361659,699.875678532,291.454696766,99.8921378564,258.516956942,168.384327444
16.3923229943,33.9385895451,1.40527101305,190.112924144,64.1880988229,13.4454918145,31.1591360417,36.2053100146
42.8917304177,26.7540550385,97.4228217409,47.5406985929,33.1171038221,19.2533515388,67.511049359,36.5942199131
188.466202419,228.602212088,190.357270336,211.766526546,200.822195002,139.462833087,155.93626789,219.01083566
97.8779369328,25.6096795589,279.473550042,3.60829377291,17.7028117956,64.701610831,42.0130160614,94.2288741278
0.207293399831,584.089354943,0.31709660764,0.166530122895,0.242492204956,149.833148398,2.35783520499,0.248300188662
22.8416870896,113.942815895,77.3683353356,140.655410474,41.5493851769,31.2076006849,65.3242421441,34.663377178
5.4851513804,10.7642809968,0.195297314672,1.04938148734,333.442599265,0.216466140623,0.272772536968,10.7947741036
127.380536805,79.1256559516,114.238651472,99.5476659338,45.3257593945,57.1900427024,69.1374609054,19.7853650865
0.157575279751,101.376345587,1.75387214862,12.1351160299,1.44614895131,0.29360326124,282.288721859,12.2010240369
205.063084558,277.62778965,129.729170618,141.044368662,32.6419359989,128.58237775,728.805162131,94.6698575585
69.2003694866,17.3473599914,64.3922515896,68.8901502135,199.668323457,12.0644819498,6.37785672106,52.6990038983
28.4493508181,94.6380966428,110.408918548,131.648483106,65.4206998465,29.9589819555,31.2488733424,14.2753418307
189.009934571,252.404981114,159.08318059,278.907469321,166.839889368,89.4400930852,130.740418407,70.5603493146
89.5829356142,98.1009114993,22.9012246996,78.7607219535,33.3415295462,62.0148481464,70.4011232115,25.8779583543
14.2994247405,21.552216696,56.7454462496,126.536569932,65.9089566704,7.01720158438,45.1938427743,143.953957873
218.302971985,158.813652272,272.073410868,447.876301541,219.072735839,161.343314492,213.541434295,201.582165281
202.738436718,80.311860524,2.99330888568,1.60280140928,100.450116874,11.0581151388,38.2942519503,5.59416766575
23.3289687223,13.9977712939,1.38530508383,80.8343615234,44.551649516,4.1414040255,567.898893214,404.254935305
42.1708884391,42.1303276946,68.8653921503,81.9589927134,49.4061464883,39.3819890277,78.0471760792,119.307236657
34.3926489838,65.4920926413,28.312579196,72.4426277056,51.7394892479,62.3415979582,90.1215694683,83.7803201978
18.0061869189,3.49165924126,1.87579383185,120.026707986,25.0968789537,4.3351302223,195.240637694,47.8238014093
72.4248618966,83.9770065852,120.984851213,84.1707439997,86.5033368821,128.323032555,124.761558449,115.647574652
75.1764981683,121.482121571,52.2076376437,93.7549013904,136.8905522,18.8522388203,74.8039218032,40.6050820092
43.6797525355,114.703114676,16.9227231399,53.5246910994,58.2028062755,99.9353645827,257.852864775,293.342902143
49.375450445,35.9438807378,2.64364248493,37.4443560043,48.6380509982,3.58516553319,67.7836975198,124.589027693
6.6115544295,39.1946015229,15.7299778357,112.540311011,34.921948649,82.0132397852,55.5233081523,50.5166425264
26.9168455758,49.5919962534,89.604696827,384.611837673,116.694671396,26.3233037964,18.7712729114,10.829463054
42.5366650208,113.77707562,15.6622687353,72.9730639939,56.9188300263,72.7558980843,32.5037048124,58.5408350046
150.673764925,50.4736417831,26.3722817366,57.7229837411,42.748278534,20.762938141,43.4825100887,119.121942774
45.5660223507,25.6911466331,90.3479170953,8.03882677933,6.00147239346,56.7381799893,127.552494308,37.429741549
141.264988109,61.1324759687,63.4922521639,67.5778281419,212.037503092,54.4992985744,135.732635631,56.8171030003
98.8031251511,184.313073919,83.7919781704,28.3421499136,3.24999735553,52.0336404985,83.13201061,13.752477098
58.0155725593,103.215879403,69.5729067026,118.597152059,60.6813572827,13.2217299171,84.2556641052,74.3860701819
127.336755914,131.253627294,119.562531752,61.7648158354,116.124627795,32.9146769805,165.594791453,387.022159368
58.8744181133,49.1274283786,76.4368855961,24.3288091265,30.1577398696,15.0373056577,80.9984977585,165.87305533
197.058987363,79.5605904247,109.563594193,116.537752382,87.8832405292,67.030573608,168.100783224,206.331231658
713.012169353,245.526614006,259.561240963,1.38899898278,0.268450345204,26.1876913732,37.8411795604,0.772663408204
75.5105116249,108.472756501,233.739670849,961.006306256,334.550317268,183.10959554,125.965335385,91.1966174263
37.7015146399,93.0838847502,20.9891172511,171.683894102,32.7199449984,11.7692517097,62.18258614,26.8363203449
233.652099485,169.609997994,169.600124959,264.490201539,139.026721149,166.526708846,222.303358423,99.695863479
44.9688704207,107.114071237,40.6274698739,49.9593528106,26.7517955085,786.461146516,100.89030565,89.837755923
376.574679097,14.6928138142,38.2762267056,126.264279279,92.285265295,381.643250979,169.390217314,166.490045294
31.5413626846,51.0968591405,28.9347015217,99.3241321504,60.5169721203,41.1169144044,70.8662824422,67.2267732012
117.329823383,14.1267676564,142.210576238,137.040556272,37.742702955,103.75297624,23.2174629725,15.2765829952
199.049939112,2.53536453194,107.013180965,367.261525181,25.3265251142,36.6331532763,60.5770626706,4.48776059309
7.65127842385,5.89096113362,36.4594846554,410.625928232,117.568990965,33.2248162616,31.1195582275,1.83448827797
14.9892063235,57.4020680177,23.6611498475,102.900713253,80.6994840882,44.9997986015,10.5297875531,62.6464893663
68.5830811115,82.8130507087,44.7380432751,217.911857362,112.706502428,33.4510228972,67.721875685,364.178129466
62.6438127565,182.378088271,51.3583033132,119.575709209,235.558588967,6.17060296554,32.5939832998,223.248477373
97.8044709274,247.19438264,83.678811395,393.287995682,449.756115645,23.716472764,83.2922757145,390.731818438
98.6924363937,33.7990486464,61.1607922092,200.038104466,152.275296009,35.8723043132,107.048414966,45.5209460334
35.0589426725,78.9580001272,20.6919280904,6.95760080654,1.63889179927,4.17967049532,152.411719801,96.8904363167
15.0328685841,50.0031532355,26.7475495142,173.313244678,107.432998927,17.5556672096,106.929170612,38.6055347524
37.5431445416,49.666157261,29.2683290292,105.4293049,55.1590728959,38.577979894,27.6154220708,43.7807493622
24.3491136289,33.3032881333,79.6042556382,210.036552093,213.24500248,44.1342468715,38.392262489,260.309765588
133.71449571,66.6888595361,105.609181553,465.169929303,171.834075717,91.0208052511,111.284964234,179.545495929
62.8142697877,56.4449678968,9.16467438357,32.4562848191,72.2507606549,8.57180449328,128.855974934,44.0021525546
76.7492718866,149.528357419,50.0235127903,99.3028137265,34.0424634815,33.5075331387,98.7981645808,9.32301164626
150.270528897,186.462981497,58.2165369797,172.630807575,62.4467352511,134.105787413,170.016009058,105.72941951
65.1355838063,83.4855642283,45.4831568728,136.652646364,140.583540049,47.3547599014,102.312607204,340.769581339
223.85619906,231.944917833,96.3226455531,201.081838287,65.1859980586,113.666698109,335.124035416,60.2363353869
31.8903086557,23.6364492085,31.7824433073,179.670662791,45.7242541536,14.4763027218,68.1119463312,142.036135701
136.463286342,256.84682462,86.2091025664,151.987279239,45.1927116561,119.698882124,230.801828379,32.4096194553
92.8821547504,77.5823652159,66.663797939,176.339664473,94.6253308989,75.5284185571,54.7506333517,38.7017930814
72.9633801313,133.764064732,117.524402505,82.2190988175,83.6972610611,49.040079347,108.41471631,92.9532042075
24.1807886002,15.3202731097,108.844936126,252.481859621,22.6584489846,87.1507909288,16.6278916711,10.0781013992
20.8746218949,9.46497803793,91.0407948563,210.368924107,15.3539142749,16.7349669683,8.78409126496,5.57941120455
387.719496755,74.2938813109,145.492253475,309.823621453,753.745324419,118.867890237,73.5946396339,782.235475985
49.1712611849,45.8571437942,36.4422369503,114.463519223,208.943854138,24.0629855404,12.9504151479,205.515777481
219.402160793,49.6190181498,176.409432593,198.593251403,31.5418260202,258.160799472,166.593324325,75.3258304383
133.189842938,145.283788078,164.958150056,164.730737752,93.8307411761,134.294415088,147.951558326,164.616925869
112.3279922,110.456121636,56.1378140587,147.599229672,40.6904104819,52.5365867477,99.2000448439,75.2083683023
148.719808764,145.651885677,162.108310442,483.070651217,153.110358554,78.240612088,63.9605636938,71.7233198345
50.1691968712,46.5309819516,1.7017597642,39.58719871,62.0027158192,3.48814756454,79.1449941156,132.782866484
70.3690922994,55.9710604002,73.777780315,92.4469665638,31.2338709966,47.2364834278,69.8604784703,86.6342045087
163.127781211,228.130834043,103.353027874,240.449081319,79.7677312892,135.101607445,148.101447443,117.418527951
262.587348087,0.680023629634,2.07120069213,23.4408608806,128.556147351,2.98966016167,12.4330221308,97.8035399134
94.0385793909,71.2477879194,27.8614433768,83.195053054,32.7716056863,23.1999544236,90.3173751159,97.6984307991
123.026649118,104.788027362,163.555230031,396.078921017,173.635167406,140.966977782,198.342039021,311.276540376
75.9459168545,57.7711757773,192.036733039,195.660252076,141.71898886,178.031842194,121.509099158,123.777420161
109.118408437,53.7071915434,434.271380021,360.563791941,101.34331,182.874962192,74.248562666,26.2606143862
71.3357464278,86.0298708628,91.8717554049,97.6748137018,71.9144375385,17.7865175152,37.7190718384,23.1338290179
22.1182211726,60.1373917921,41.7285542789,106.107677736,58.3780837868,46.9862709938,40.3912957822,61.6726472937
17.7884031531,134.729890038,17.1606175456,118.145955257,53.0124952874,40.4461392456,60.3924713687,22.7148434546
7.84469850392,67.4553687878,12.3585719577,140.759503862,58.4833365627,1.58001594798,20.858134336,56.3614490784
174.709551316,340.810926483,183.656965482,95.8600399816,70.558016676,54.7035359712,690.016717513,127.578977812
77.631014081,65.631023433,13.4479623711,58.5158167379,1.22602330165,51.8440166586,45.6822661079,77.0853992673
35.0841138647,46.7008746118,41.4708694367,98.1387860516,61.0529673778,30.264657067,42.3742628241,148.716350985
60.7810509773,10.1937906556,4.87124265942,61.4741920154,47.4477107483,10.3057753502,42.2051476071,351.153751431
35.8249021648,52.0186653234,70.565517985,62.7570776459,12.2871576215,71.4230058668,88.6146663877,39.5220559106
104.257371094,136.750173983,211.490055341,97.8655214805,145.407879927,37.8764033649,61.8556134061,22.8226208976
38.8379891222,59.5915134334,66.2258973241,185.194625664,60.9878793817,38.7403481858,60.0390805819,53.2271826348
21.6397685787,63.0736683691,125.116529737,122.42430373,74.4596261024,138.63376441,83.5708608247,112.288606433
72.154777178,90.9140138436,26.1583484736,121.419035228,111.488666743,67.4650090937,111.775737733,185.222757322
26.5728126658,157.459834887,46.7044381147,141.48508263,57.1092100531,44.150629899,180.654765923,90.5704191329
328.807042465,94.2807257675,63.0917609008,248.649406131,152.082538591,136.689731427,157.006359142,139.874739059
26.3829558188,125.435170953,3.65346936636,146.509721185,78.0942229985,32.5114827333,21.5587815693,19.4104337752
161.888241636,453.424128724,160.803051628,388.650053396,222.595279455,112.963053952,209.025869044,222.193991248
11.8706671988,22.5822928126,10.7950522617,0.901426621345,87.5898746013,32.128758126,8.38675732591,278.221793521
67.4442419481,75.164082362,51.9228460171,98.7953710968,53.7359922248,43.8075242742,134.895534959,180.065540839
120.550594154,77.4942676368,30.5646290913,90.76921539,33.4797052659,84.5016996035,99.6156782393,28.8538261984
0.145522503978,0.139861982511,23.4200968048,1.79414227675,0.258380048405,2.10969652736,625.607497092,9.2874961286
173.507694878,149.810947381,131.939908299,405.485772766,149.70294928,93.3755111474,195.138640359,100.238653064
23.2346477896,4.12789066869,61.4145827427,18.3309435532,61.1217701328,45.4317695528,149.445981698,5.7577930281
453.849212662,21.3425159604,53.2962629287,409.440083093,286.827841908,509.869939978,1080.44917106,38.3171440778
29.5506946476,67.5930060948,0.240204749014,78.1599333565,12.6809667091,33.5225236346,251.944183469,21.9722130155
63.3766986794,24.8679628518,57.5512961302,76.2629724503,80.9260300902,51.8875947526,82.6723852744,232.123688832
194.4147851,166.271717021,224.493303233,139.104072883,118.330312251,143.105286926,154.313520786,87.5587905343
7.05496181066,130.906965665,305.900655135,73.9724859296,24.101792621,48.4572775213,5.64275768956,6.97912673546
114.040679346,189.621742818,88.4890108839,364.673398498,153.816142598,63.9669094032,122.878638088,110.06408863
5.12781926887,41.7151492674,35.9567160486,100.677148164,80.5178450982,13.8942041326,180.703686301,53.5914248635
140.085070672,345.292419614,105.443947102,119.503632324,59.4544908198,98.585310447,170.060577069,103.251627285
37.3937078604,38.0196030067,5.40496193747,38.0572508774,42.3794700539,194.501012696,31.4934841953,16.4278125419
29.6330168095,28.3702887304,17.1840983904,28.610837519,64.14901579,111.016118681,214.852511927,53.14888285
17.6642690789,1.33973712822,1.51004607831,62.9297378689,339.705690125,0.176452434773,25.7142245029,8.57750571326
8.05109476109,3.46943273535,252.939406642,48.343470824,12.7582208395,48.3448845304,8.9274870691,2.54967499874
40.9588087723,36.3810026615,17.8154652222,175.340508201,25.3700957734,35.3668922313,29.4699102857,29.9067396063
131.135562069,162.602848327,124.433109947,163.544220125,41.1601275953,96.6242434596,205.896332817,86.3930978156
126.597182099,2.14590048556,78.1500655538,6.22769858042,0.25860835326,218.647312305,898.924835475,1.66351216286
175.423191772,378.240768754,169.007109879,229.89008899,60.1178021426,248.680402909,137.775017343,168.213023417
48.552949361,194.514506615,47.1861242534,154.283972326,19.1035458912,20.6363113993,46.0363356401,41.0416147173
27.1493185273,9.82030162715,227.542572552,127.63994721,11.7331821067,94.994221933,4.48104357955,1.70470734054
65.4844142271,757.796673435,90.8327486256,1528.54626709,120.901186975,30.204163164,88.5850785696,17.2660174721
213.610732095,17.2559885776,79.7600124451,12.8398103764,34.3668285204,57.403442009,32.7335348594,24.4601144235
63.5727012193,50.0594357774,59.9404809674,151.98780746,78.1227874214,91.4674363655,60.2233272778,98.9058295802
128.615876063,153.490009129,71.412819731,208.68235696,99.3576913609,45.6189776574,117.368861923,136.072159237
1.52948139525,11.6363209642,10.9775012841,1.41738536491,0.1407572816,811.971688371,50.2869134522,6.57925640197
0.60267379659,1.15809297126,1.02199718167,0.51704178893,0.132177682741,611.184704952,17.6811424687,1.32143506561
89.8130247836,125.983668076,65.5631782336,70.0161041852,171.58738517,88.1600612556,109.758164762,89.1449770534
96.2675605553,22.6126689545,55.737491844,172.386070675,92.2380117859,31.0269732791,91.413684349,82.1396512509
42.7642669494,63.4289339475,151.912363178,145.471580058,66.1551473327,64.4316707336,49.2919360063,41.779895525
2.11498734842,7.28162352493,13.8986409719,23.2728201448,0.436447859817,2.65599824017,129.35637321,225.504109094
50.0926125148,45.1019928354,96.213946098,31.1770627553,15.2726067812,49.1828253141,71.5807915379,29.3662119895
124.073509219,8.90788903432,94.0036642687,109.24622053,122.719024338,36.4879445037,13.0248277623,37.1450492521
176.52216062,133.671736273,172.177902218,75.5279899626,105.808732367,138.615971929,225.136547189,201.365089617
72.0157453107,40.088618446,78.7408620666,186.363269382,57.9016024384,48.1397516029,70.8039131045,47.4898705699
118.444660375,72.6238985277,3.41446642302,118.409206136,90.8300139339,128.839037501,213.275841626,156.816475223
131.567622866,76.553216373,75.9091138817,94.464005393,47.3102945241,69.7820853396,87.4886939953,71.8057866769
10.2115964868,33.5057238515,80.4993105687,135.581571224,99.9227470212,80.2431507834,50.0767074741,31.0217710756
32.1598627216,99.9740882108,43.8915405913,172.850384635,72.4173772698,26.5401301461,50.6441490398,29.64642028
100.905208151,117.4268953,174.153926044,132.228436268,48.2569768902,157.248896699,102.135917002,67.6626310816
36.9919521187,86.5124518392,132.818866886,57.5143228524,52.0511302035,70.905996535,61.9907151153,72.3059499462
35.3431593184,55.0491044301,34.928253877,131.042867298,60.7139481261,69.8091333273,49.5834027036,79.6369174235
36.9666618938,55.4203600096,68.6578157528,70.6686474619,32.7280961375,22.2601593955,51.0207424572,72.8462111393
116.011826969,34.0710386273,108.004154508,4.87179212545,0.187885289074,58.5554444122,86.2765392544,95.6763744966
77.4712868617,0.664595273631,385.307807737,18.1288561382,0.354176685003,212.12043576,869.773477433,5.95854860597
158.237602519,76.5379817668,296.738705402,1155.91250741,322.190410226,87.5613961112,196.256109781,51.2621914855
34.7150249079,1.72884020325,71.7153550307,466.817422907,118.545738746,20.2821174238,33.3933947677,9.23541846064
73.997810108,270.920582981,77.8064902231,40.5743990793,162.93200359,4.48561660515,71.3979504329,99.1027450024
65.8088782246,615.227315274,73.573120102,109.674246662,176.615169508,11.7233955077,87.8212799538,244.713305451
57.5803530545,10.0622552149,86.6903361189,127.438365551,56.8727345422,34.36176543,46.4501448517,25.3503522097
94.2193596254,66.985852102,106.67519279,93.9622309504,60.8184844801,49.6161949884,80.1027014906,58.150809186
199.944154696,68.3985603307,29.4733451434,0.838839209331,17.6083430387,48.0830567151,203.966517545,207.713788938
101.712778849,118.898581839,72.2206616909,93.9414465447,101.92809137,93.3912559524,43.5669108146,71.2219183925
186.573656141,132.724100879,257.884028727,481.917840441,138.868213206,158.872138641,197.905637522,73.6089008766
37.9223761065,35.8013841073,108.692942602,84.5080239136,24.1949171807,42.4458991467,109.629131884,26.0537503317
23.5156296742,280.397177354,29.8609616856,189.137221835,11.4672468359,19.7075947106,434.301974774,31.9861199399
75.707474198,39.0723091326,39.6454472324,50.9305571521,46.6943238342,28.7615690582,23.3268853085,119.236076638
4.34694506443,17.8221919269,8.94262804142,26.3695034499,65.9701503126,6.84518791613,56.4866611989,188.32828056
65.3124580461,73.2641188511,3.52979545398,115.707347478,56.6094411366,16.1921915689,41.8603216248,77.5043486554
79.4884999063,19.107716016,51.9610633122,91.9391532316,80.2375840633,103.106893609,68.2971860745,126.608015363
36.5242840888,97.8659278494,19.4158916517,86.1525239332,31.2100648625,27.458828022,72.6677139595,87.9309896059
29.7298260447,91.301318091,19.7058729014,82.0461357624,29.7006338444,21.0402676812,72.095036942,80.8226898494
220.877300165,14.5138508869,120.034085554,375.906897386,88.9464011094,84.6358063665,73.0687807284,28.7398090629
197.320108529,2.3067657464,104.987549344,362.70291463,26.0354841995,35.5846561102,59.6880306627,3.82766734265
32.7971788707,114.247022973,41.4836288152,61.4509593914,28.9594449155,32.256423546,68.5510304863,38.2161586128
59.7327916176,123.273979004,50.781735363,73.1046535744,27.8224323227,93.3917277462,117.457691892,38.2851141234
35.7317281174,62.6788927182,73.8238943768,152.786560257,107.690110787,34.1062771881,78.6853684544,62.6561381869
60.2780110039,93.332325112,51.1383563215,311.471491418,108.143148733,71.600832497,85.271772836,48.9427798459
89.2749821798,7.55861877874,12.5920313847,293.53180873,17.3690275494,29.2586684773,35.3382512514,10.3555602317
100.162611018,25.9654763986,22.5559386443,80.1290412785,30.9648446508,49.2788785228,63.4036654668,54.8096462296
50.4143140207,63.7133626888,37.97253294,269.750835673,109.576393478,16.6281557366,44.5106189644,55.7768422736
34.9364542015,74.8574555633,36.0856697163,103.987300443,79.7626587649,43.0354802261,76.8619112288,59.6924265279
166.541933857,84.7755973041,23.041155635,292.516642575,158.939368118,99.0473958,83.6114932507,579.421927427
33.3493697453,43.7850498976,28.4647346496,128.866699119,124.138097334,21.5669135762,37.6836611497,54.2914963752
